"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"Humpback_Whales10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales16_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales17_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales18_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales19_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales20_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales16_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales17_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales18_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales19_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales20_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Humpback_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales16_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales17_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales18_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales19_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales20_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Humpback_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Ice_Krill total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Ice_Krill1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Ice_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Ice_Krill2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Ice_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Ice_Krill3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Ice_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Ice_Krill4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Ice_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Ice_Krill5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Ice_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Ice_Krill1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Ice_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Ice_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Ice_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Ice_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Ice_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Ice_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Ice_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Ice_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Ice_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Ice_Krill5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Ice_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Antarctic_Krill total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Antarctic_Krill1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Antarctic_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Antarctic_Krill2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Antarctic_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Antarctic_Krill3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Antarctic_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Antarctic_Krill4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Antarctic_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Antarctic_Krill5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Antarctic_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Antarctic_Krill6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Antarctic_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Antarctic_Krill1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Antarctic_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Antarctic_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Antarctic_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Antarctic_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Antarctic_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Antarctic_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Antarctic_Krill cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Antarctic_Krill cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Antarctic_Krill cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Antarctic_Krill cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Antarctic_Krill cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Antarctic_Krill6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Antarctic_Krill cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
